geneset,lib,geneset2
389, ' Nucleus ' ,3,580
390, ' Nucleus ' ,3,581
391, ' Nucleus ' ,3,582
392, ' Nucleus ' ,3,583
393, ' Nucleus ' ,3,584
394, ' Nucleus ' ,3,585
395, ' Nucleus ' ,3,586
396, ' Nucleus ' ,3,587
397, ' Nucleus ' ,3,588
398, ' Nucleus ' ,3,589
399, ' Nucleus ' ,3,590
400, ' Nucleus ' ,3,591
401, ' Nucleus ' ,3,592
402, ' Nucleus ' ,3,593
403, ' Nucleus ' ,3,594
404, ' OB ' ,3,595
405, ' OB ' ,3,596
406, ' OB ' ,3,597
407, ' OB ' ,3,598
408, ' OB ' ,3,599
409, ' OB ' ,3,600
410, ' Olfactory ' ,3,601
411, ' Olfactory ' ,3,602
412, ' Olfactory ' ,3,603
413, ' Olfactory ' ,3,604
414, ' Olfactory ' ,3,605
415, ' Orbital ' ,3,607
416, ' Orbital ' ,3,608
417, ' Orbital ' ,3,609
418, ' Orbital ' ,3,610
419, ' Orbital ' ,3,611
420, ' Orbital ' ,3,612
421, ' Orbital ' ,3,613
422, ' Orbital ' ,3,614
423, ' Orbital ' ,3,615
424, ' Orbital ' ,3,616
425, ' Orbital ' ,3,617
426, ' Orbital ' ,3,618
427, ' Orbital ' ,3,619
428, ' Orbital ' ,3,620
429, ' Orbital ' ,3,621
430, ' Orbital ' ,3,622
431, ' Orbital ' ,3,623
432, ' Pallidum ' ,3,624
433, ' Pallidum_ ' ,3,625
434, ' Pallidum_ ' ,3,626
435, ' Pallidum_ ' ,3,627
436, ' Pallidum_ ' ,3,628
437, ' Parabrachial ' ,3,630
438, ' Parabrachial ' ,3,631
439, ' Parabrachial ' ,3,632
440, ' Parabrachial ' ,3,633
441, ' Parabrachial ' ,3,634
442, ' Parabrachial ' ,3,635
443, ' Parabrachial ' ,3,636
444, ' Parabrachial ' ,3,637
445, ' Parabrachial ' ,3,638
446, ' Parabrachial ' ,3,639
447, ' Paracentral ' ,3,640
448, ' Parafascicular ' ,3,641
449, ' Paraflocculus ' ,3,642
450, ' Paraflocculus_ ' ,3,643
451, ' Paraflocculus_ ' ,3,644
452, ' Paragigantocellular ' ,3,645
453, ' Paragigantocellular ' ,3,646
454, ' Paragigantocellular ' ,3,647
455, ' Paramedian ' ,3,648
456, ' Paramedian ' ,3,649
457, ' Paramedian ' ,3,650
458, ' Parapyramidal ' ,3,651
459, ' Parasolitary ' ,3,652
460, ' Parastrial ' ,3,653
461, ' Parasubiculum_ ' ,3,655
462, ' Parasubiculum_ ' ,3,656
463, ' Parasubiculum_ ' ,3,657
464, ' Parasubthalamic ' ,3,658
465, ' Parataenial ' ,3,659
466, ' Paraventricular ' ,3,660
467, ' Paraventricular ' ,3,661
468, ' Paraventricular ' ,3,662
469, ' Paraventricular ' ,3,663
470, ' Paraventricular ' ,3,664
471, ' Paraventricular ' ,3,665
472, ' Paraventricular ' ,3,666
473, ' Paraventricular ' ,3,667
474, ' Paraventricular ' ,3,668
475, ' Paraventricular ' ,3,669
476, ' Paraventricular ' ,3,670
477, ' Parvicellular ' ,3,671
478, ' PcPL ' ,3,672
479, ' PcPV ' ,3,673
480, ' Pedunculopontine ' ,3,674
481, ' Periaqueductal ' ,3,675
482, ' Perihypoglossal ' ,3,676
483, ' Perireunensis ' ,3,678
484, ' Periventricular ' ,3,679
485, ' Periventricular ' ,3,680
486, ' Periventricular ' ,3,681
487, ' Piriform ' ,3,682
488, ' Piriform ' ,3,683
489, ' Piriform ' ,3,684
490, ' Piriform ' ,3,685
491, ' Piriform-amygdalar ' ,3,686
492, ' Piriform-amygdalar ' ,3,687
493, ' Piriform-amygdalar ' ,3,688
494, ' Piriform-amygdalar ' ,3,689
495, ' Pons ' ,3,690
496, ' Pons_ ' ,3,691
497, ' Pons_ ' ,3,692
498, ' Pons_ ' ,3,693
499, ' Pontine ' ,3,694
500, ' Pontine ' ,3,695
501, ' Pontine ' ,3,696
502, ' Pontine ' ,3,697
503, ' Posterior ' ,3,698
504, ' Posterior ' ,3,699
505, ' Posterior ' ,3,700
506, ' Posterior ' ,3,701
507, ' Posterior ' ,3,702
508, ' Posterior ' ,3,703
509, ' Posterior ' ,3,704
510, ' Posterior ' ,3,705
511, ' Posterior ' ,3,706
512, ' Posterior ' ,3,707
513, ' Posterior ' ,3,708
514, ' Posterior ' ,3,709
515, ' Posterodorsal ' ,3,710
516, ' Posterolateral ' ,3,711
517, ' Posterolateral ' ,3,712
518, ' Posterolateral ' ,3,713
519, ' Posterolateral ' ,3,714
520, ' Posterolateral ' ,3,715
521, ' Posterolateral ' ,3,716
522, ' Posterolateral ' ,3,717
523, ' Postpiriform ' ,3,718
524, ' Postpiriform ' ,3,719
525, ' Postpiriform ' ,3,720
526, ' Postpiriform ' ,3,721
527, ' Postsubiculum ' ,3,722
528, ' Postsubiculum_ ' ,3,723
529, ' Postsubiculum_ ' ,3,724
530, ' Postsubiculum_ ' ,3,725
531, ' Precommissural ' ,3,726
532, ' Prelimbic ' ,3,727
533, ' Prelimbic ' ,3,728
534, ' Prelimbic ' ,3,729
535, ' Prelimbic ' ,3,730
536, ' Prelimbic ' ,3,731
537, ' Prelimbic ' ,3,732
538, ' Prelimbic ' ,3,733
539, ' Presubiculum_ ' ,3,735
540, ' Presubiculum_ ' ,3,736
541, ' Presubiculum_ ' ,3,737
542, ' Pretectal ' ,3,738
543, ' Primary ' ,3,739
544, ' Primary ' ,3,740
545, ' Primary ' ,3,741
546, ' Primary ' ,3,742
547, ' Primary ' ,3,743
548, ' Primary ' ,3,744
549, ' Primary ' ,3,745
550, ' Primary ' ,3,746
551, ' Primary ' ,3,747
552, ' Primary ' ,3,748
553, ' Primary ' ,3,749
554, ' Primary ' ,3,750
555, ' Primary ' ,3,751
556, ' Primary ' ,3,752
557, ' Primary ' ,3,753
558, ' Primary ' ,3,754
559, ' Primary ' ,3,755
560, ' Primary ' ,3,756
561, ' Primary ' ,3,757
562, ' Primary ' ,3,758
563, ' Primary ' ,3,759
564, ' Primary ' ,3,760
565, ' Primary ' ,3,761
566, ' Primary ' ,3,762
567, ' Primary ' ,3,763
568, ' Primary ' ,3,764
569, ' Primary ' ,3,765
570, ' Primary ' ,3,766
571, ' Primary ' ,3,767
572, ' Primary ' ,3,768
573, ' Primary ' ,3,769
574, ' Primary ' ,3,770
575, ' Primary ' ,3,771
576, ' Primary ' ,3,772
577, ' Primary ' ,3,773
578, ' Primary ' ,3,774
579, ' Primary ' ,3,775
580, ' Primary ' ,3,776
581, ' Primary ' ,3,777
582, ' Primary ' ,3,778
583, ' Primary ' ,3,779
584, ' Primary ' ,3,780
585, ' Primary ' ,3,781
586, ' Primary ' ,3,782
587, ' Primary ' ,3,783
588, ' Primary ' ,3,784
589, ' Primary ' ,3,785
590, ' Primary ' ,3,786
591, ' Primary ' ,3,787
592, ' Primary ' ,3,788
593, ' Primary ' ,3,789
594, ' Primary ' ,3,790
595, ' Primary ' ,3,791
596, ' Primary ' ,3,792
597, ' Primary ' ,3,793
598, ' Primary ' ,3,794
599, ' Primary ' ,3,795
600, ' Primary ' ,3,796
601, ' Primary ' ,3,797
602, ' Primary ' ,3,798
603, ' Principal ' ,3,799
604, ' Purkinje ' ,3,800
605, ' Purkinje ' ,3,801
606, ' Pyramus ' ,3,802
607, ' Pyramus ' ,3,803
608, ' Pyramus ' ,3,804
609, ' Red ' ,3,805
610, ' Reticular ' ,3,806
611, ' Retrochiasmatic ' ,3,807
612, ' Retrohippocampal ' ,3,808
613, ' Retrosplenial ' ,3,809
614, ' Retrosplenial ' ,3,810
615, ' Retrosplenial ' ,3,811
616, ' Retrosplenial ' ,3,812
617, ' Retrosplenial ' ,3,813
618, ' Retrosplenial ' ,3,814
619, ' Retrosplenial ' ,3,815
620, ' Retrosplenial ' ,3,816
621, ' Retrosplenial ' ,3,817
622, ' Retrosplenial ' ,3,818
623, ' Retrosplenial ' ,3,819
624, ' Retrosplenial ' ,3,820
625, ' Retrosplenial ' ,3,821
626, ' Retrosplenial ' ,3,822
627, ' Retrosplenial ' ,3,823
628, ' Retrosplenial ' ,3,824
629, ' Retrosplenial ' ,3,825
630, ' Retrosplenial ' ,3,826
631, ' Retrosplenial ' ,3,827
632, ' Retrosplenial ' ,3,828
633, ' Rhomboid ' ,3,829
634, ' Secondary ' ,3,830
635, ' Secondary ' ,3,831
636, ' Secondary ' ,3,832
637, ' Secondary ' ,3,833
638, ' Secondary ' ,3,834
639, ' Secondary ' ,3,835
640, ' Septohippocampal ' ,3,837
641, ' Simple ' ,3,838
642, ' Simple ' ,3,839
643, ' Simple ' ,3,840
644, ' Somatomotor ' ,3,841
645, ' Somatosensory ' ,3,842
646, ' Spinal ' ,3,843
647, ' Spinal ' ,3,844
648, ' Spinal ' ,3,845
649, ' Spinal ' ,3,846
650, ' Spinal ' ,3,847
651, ' Spinal ' ,3,848
652, ' Spinal ' ,3,849
653, ' Spinal ' ,3,850
654, ' Spinal ' ,3,851
655, ' Striatum ' ,3,852
656, ' Striatum ' ,3,853
657, ' Striatum ' ,3,854
658, ' Striatum-like ' ,3,855
659, ' Subceruleus ' ,3,856
660, ' Subiculum_ ' ,3,859
661, ' Subiculum_ ' ,3,860
662, ' Subiculum_ ' ,3,861
663, ' Subiculum_ ' ,3,862
664, ' Subiculum_ ' ,3,863
665, ' Subiculum_ ' ,3,864
666, ' Subiculum_ ' ,3,865
667, ' Subiculum_ ' ,3,866
668, ' Sublaterodorsal ' ,3,867
669, ' Submedial ' ,3,868
670, ' Subparafascicular ' ,3,869
671, ' Subparafascicular ' ,3,870
672, ' Subparafascicular ' ,3,871
673, ' Subparafascicular ' ,3,872
674, ' Subparaventricular ' ,3,873
675, ' Substantia ' ,3,874
676, ' Substantia ' ,3,875
677, ' Substantia ' ,3,876
678, ' Subthalamic ' ,3,877
679, ' Superior ' ,3,878
680, ' Superior ' ,3,879
681, ' Superior ' ,3,880
682, ' Superior ' ,3,881
683, ' Superior ' ,3,882
684, ' Superior ' ,3,883
685, ' Superior ' ,3,884
686, ' Superior ' ,3,885
687, ' Superior ' ,3,886
688, ' Superior ' ,3,887
689, ' Superior ' ,3,888
690, ' Superior ' ,3,889
691, ' Superior ' ,3,890
692, ' Superior ' ,3,891
693, ' Superior ' ,3,892
694, ' Superior ' ,3,893
695, ' Superior ' ,3,894
696, ' Superior ' ,3,895
697, ' Superior ' ,3,896
698, ' Supplemental ' ,3,897
699, ' Supplemental ' ,3,898
700, ' Supplemental ' ,3,899
701, ' Suprachiasmatic ' ,3,900
702, ' Supramammillary ' ,3,902
703, ' Supramammillary ' ,3,903
704, ' Supramammillary ' ,3,904
705, ' Supratrigeminal ' ,3,906
706, ' Taenia ' ,3,908
707, ' Taenia ' ,3,909
708, ' Taenia ' ,3,910
709, ' Taenia ' ,3,911
710, ' Taenia ' ,3,912
711, ' Taenia ' ,3,913
712, ' Taenia ' ,3,914
713, ' Taenia ' ,3,915
714, ' Taenia ' ,3,916
715, ' Tegmental ' ,3,917
716, ' Temporal ' ,3,918
717, ' Temporal ' ,3,919
718, ' Temporal ' ,3,920
719, ' Temporal ' ,3,921
720, ' Thalamus ' ,3,922
721, ' Thalamus_ ' ,3,923
722, ' Thalamus_ ' ,3,924
723, ' Triangular ' ,3,925
724, ' Tuberomammillary ' ,3,928
725, ' Tuberomammillary ' ,3,929
726, ' Uvula ' ,3,930
727, ' Uvula ' ,3,931
728, ' Uvula ' ,3,932
729, ' Ventral ' ,3,933
730, ' Ventral ' ,3,934
731, ' Ventral ' ,3,935
732, ' Ventral ' ,3,936
733, ' Ventral ' ,3,937
734, ' Ventral ' ,3,938
735, ' Ventral ' ,3,939
736, ' Ventral ' ,3,940
737, ' Ventral ' ,3,941
738, ' Ventral ' ,3,942
739, ' Ventral ' ,3,943
740, ' Ventral ' ,3,944
741, ' Ventromedial ' ,3,948
742, ' Ventromedial ' ,3,949
743, ' Ventromedial ' ,3,950
744, ' Ventromedial ' ,3,951
745, ' Vermal ' ,3,952
746, ' Vestibular ' ,3,953
747, ' Visceral ' ,3,954
748, ' Visceral ' ,3,955
749, ' Visceral ' ,3,956
750, ' Visual ' ,3,957
751, ' Zona ' ,3,958
752, ' abducens ' ,3,959
753, ' accessory ' ,3,960
754, ' accumbens ' ,3,961
755, ' accumbens ' ,3,962
756, ' alar ' ,3,963
757, ' alar ' ,3,964
758, ' alar ' ,3,965
759, ' alar ' ,3,966
760, ' alar ' ,3,967
761, ' alar ' ,3,968
762, ' alar ' ,3,969
763, ' amygdalo-striatal ' ,3,970
764, ' amygdalohippocampal ' ,3,971
765, ' anterior ' ,3,972
766, ' anterior ' ,3,973
767, ' anterior ' ,3,974
768, ' anterior ' ,3,975
769, ' anterior ' ,3,976
770, ' anterior ' ,3,977
771, ' anterior ' ,3,978
772, ' anterior ' ,3,979
773, ' anterior ' ,3,980
774, ' anterior ' ,3,981
775, ' anterior ' ,3,982
776, ' anteroventral ' ,3,983
777, ' anteroventral ' ,3,984
778, ' anteroventral ' ,3,985
779, ' basal ' ,3,986
780, ' basal ' ,3,987
781, ' basal ' ,3,988
782, ' basal ' ,3,989
783, ' basal ' ,3,990
784, ' basal ' ,3,991
785, ' basal ' ,3,992
786, ' basointermediate ' ,3,993
787, ' basolateral ' ,3,994
788, ' basolateral ' ,3,995
789, ' basolateral ' ,3,996
790, ' basomedial ' ,3,997
791, ' basomedial ' ,3,998
792, ' bed ' ,3,999
793, ' bed ' ,3,1000
794, ' bed ' ,3,1001
795, ' bed ' ,3,1002
796, ' bed ' ,3,1003
797, ' caudal ' ,3,1004
798, ' caudal ' ,3,1005
799, ' caudal ' ,3,1006
800, ' caudal ' ,3,1007
801, ' caudate ' ,3,1008
802, ' central ' ,3,1009
803, ' central ' ,3,1010
804, ' central ' ,3,1011
805, ' central ' ,3,1012
806, ' central ' ,3,1013
807, ' central ' ,3,1014
808, ' central ' ,3,1015
809, ' central ' ,3,1016
810, ' centromedian ' ,3,1017
811, ' cerebellar ' ,3,1018
812, ' cerebellar ' ,3,1019
813, ' cerebellar ' ,3,1020
814, ' cerebellar ' ,3,1021
815, ' cerebellar ' ,3,1022
816, ' cingulate ' ,3,1023
817, ' collicular ' ,3,1024
818, ' colliculus ' ,3,1025
819, ' commissural ' ,3,1026
820, ' core ' ,3,1027
821, ' core ' ,3,1028
822, ' core ' ,3,1029
823, ' core ' ,3,1030
824, ' cortex ' ,3,1031
825, ' cortex ' ,3,1032
826, ' corticoid ' ,3,1033
827, ' corticoid ' ,3,1034
828, ' deep ' ,3,1035
829, ' deep ' ,3,1036
830, ' diagonal ' ,3,1037
831, ' diagonal ' ,3,1038
832, ' diencephalon ' ,3,1039
833, ' dorsal ' ,3,1040
834, ' dorsal ' ,3,1041
835, ' dorsal ' ,3,1042
836, ' dorsal ' ,3,1043
837, ' dorsal ' ,3,1044
838, ' dorsal ' ,3,1045
839, ' dorsal ' ,3,1046
840, ' dorsal ' ,3,1047
841, ' dorsal ' ,3,1048
842, ' dorsal ' ,3,1049
